Transaction Number,Customer ID,AgentID,Partner,Agent Start Date,Primary Skill,Saves,Sales,Time Spent on Call (Seconds),Expected Life Time Value 
516,90393,1000,Partner A,8/1/19,Saves,1,0,338,149
544,90421,1000,Partner A,8/1/19,Saves,1,0,622,150
531,90408,1000,Partner A,8/1/19,Saves,1,0,51,150
482,90359,1000,Partner A,8/1/19,Saves,1,0,155,161
493,90370,1000,Partner A,8/1/19,Saves,1,1,205,164
563,90440,1000,Partner A,8/1/19,Saves,1,0,57,166
540,90417,1000,Partner A,8/1/19,Saves,1,1,373,167
500,90377,1000,Partner A,8/1/19,Saves,1,0,216,177
513,90390,1000,Partner A,8/1/19,Saves,1,1,361,179
528,90405,1000,Partner A,8/1/19,Saves,0,1,579,339
519,90396,1000,Partner A,8/1/19,Saves,0,1,489,337
503,90380,1000,Partner A,8/1/19,Saves,0,1,299,422
562,90439,1000,Partner A,8/1/19,Saves,1,0,524,198
532,90409,1000,Partner A,8/1/19,Saves,1,0,20,198
480,90357,1000,Partner A,8/1/19,Saves,1,0,622,200
529,90406,1000,Partner A,8/1/19,Saves,1,0,667,201
542,90419,1000,Partner A,8/1/19,Saves,0,0,224,0
568,90445,1000,Partner A,8/1/19,Saves,1,0,128,205
547,90424,1000,Partner A,8/1/19,Saves,1,0,363,207
550,90427,1000,Partner A,8/1/19,Saves,0,0,518,0
560,90437,1000,Partner A,8/1/19,Saves,1,0,13,214
539,90416,1000,Partner A,8/1/19,Saves,0,0,398,0
501,90378,1000,Partner A,8/1/19,Saves,0,1,540,378
504,90381,1000,Partner A,8/1/19,Saves,1,0,235,222
476,90353,1000,Partner A,8/1/19,Saves,1,0,9,222
565,90442,1000,Partner A,8/1/19,Saves,0,1,609,368
511,90388,1000,Partner A,8/1/19,Saves,1,1,390,224
572,90449,1000,Partner A,8/1/19,Saves,1,1,463,225
475,90352,1000,Partner A,8/1/19,Saves,1,0,350,230
577,90454,1000,Partner A,8/1/19,Saves,0,1,96,352
564,90441,1000,Partner A,8/1/19,Saves,0,1,580,350
555,90432,1000,Partner A,8/1/19,Saves,0,1,533,344
491,90368,1000,Partner A,8/1/19,Saves,1,0,37,236
554,90431,1000,Partner A,8/1/19,Saves,0,1,114,330
545,90422,1000,Partner A,8/1/19,Saves,1,1,472,246
487,90364,1000,Partner A,8/1/19,Saves,1,1,237,251
553,90430,1000,Partner A,8/1/19,Saves,0,1,510,325
488,90365,1000,Partner A,8/1/19,Saves,1,0,304,254
499,90376,1000,Partner A,8/1/19,Saves,1,0,311,256
525,90402,1000,Partner A,8/1/19,Saves,1,1,226,262
520,90397,1000,Partner A,8/1/19,Saves,1,1,376,262
537,90414,1000,Partner A,8/1/19,Saves,1,0,72,265
483,90360,1000,Partner A,8/1/19,Saves,1,1,294,265
557,90434,1000,Partner A,8/1/19,Saves,1,0,429,275
502,90379,1000,Partner A,8/1/19,Saves,0,1,122,306
524,90401,1000,Partner A,8/1/19,Saves,1,1,537,277
551,90428,1000,Partner A,8/1/19,Saves,1,0,178,285
489,90366,1000,Partner A,8/1/19,Saves,1,1,485,290
570,90447,1000,Partner A,8/1/19,Saves,1,0,106,293
494,90371,1000,Partner A,8/1/19,Saves,1,1,630,293
498,90375,1000,Partner A,8/1/19,Saves,1,0,22,296
518,90395,1000,Partner A,8/1/19,Saves,0,0,674,0
576,90453,1000,Partner A,8/1/19,Saves,1,0,118,298
578,90455,1000,Partner A,8/1/19,Saves,0,1,153,269
508,90385,1000,Partner A,8/1/19,Saves,1,0,369,314
515,90392,1000,Partner A,8/1/19,Saves,1,1,584,316
492,90369,1000,Partner A,8/1/19,Saves,1,0,85,320
479,90356,1000,Partner A,8/1/19,Saves,1,1,270,327
538,90415,1000,Partner A,8/1/19,Saves,1,1,334,330
485,90362,1000,Partner A,8/1/19,Saves,1,1,403,331
561,90438,1000,Partner A,8/1/19,Saves,1,1,666,332
573,90450,1000,Partner A,8/1/19,Saves,1,0,541,333
566,90443,1000,Partner A,8/1/19,Saves,1,1,11,335
523,90400,1000,Partner A,8/1/19,Saves,1,1,520,340
497,90374,1000,Partner A,8/1/19,Saves,1,1,540,340
535,90412,1000,Partner A,8/1/19,Saves,1,0,428,348
484,90361,1000,Partner A,8/1/19,Saves,1,0,544,349
559,90436,1000,Partner A,8/1/19,Saves,1,0,367,354
517,90394,1000,Partner A,8/1/19,Saves,0,1,108,251
543,90420,1000,Partner A,8/1/19,Saves,1,0,457,355
478,90355,1000,Partner A,8/1/19,Saves,1,0,28,364
548,90425,1000,Partner A,8/1/19,Saves,0,1,584,231
521,90398,1000,Partner A,8/1/19,Saves,0,1,383,230
486,90363,1000,Partner A,8/1/19,Saves,1,0,455,373
567,90444,1000,Partner A,8/1/19,Saves,1,1,4,377
558,90435,1000,Partner A,8/1/19,Saves,1,0,14,379
546,90423,1000,Partner A,8/1/19,Saves,0,0,595,0
522,90399,1000,Partner A,8/1/19,Saves,0,0,107,0
506,90383,1000,Partner A,8/1/19,Saves,1,0,20,389
574,90451,1000,Partner A,8/1/19,Saves,0,1,223,199
505,90382,1000,Partner A,8/1/19,Saves,1,0,345,390
569,90446,1000,Partner A,8/1/19,Saves,0,0,640,0
536,90413,1000,Partner A,8/1/19,Saves,0,1,274,196
512,90389,1000,Partner A,8/1/19,Saves,1,0,650,397
533,90410,1000,Partner A,8/1/19,Saves,1,1,18,400
571,90448,1000,Partner A,8/1/19,Saves,0,1,13,173
507,90384,1000,Partner A,8/1/19,Saves,1,1,571,402
496,90373,1000,Partner A,8/1/19,Saves,1,0,312,405
526,90403,1000,Partner A,8/1/19,Saves,0,1,167,154
556,90433,1000,Partner A,8/1/19,Saves,1,0,380,407
552,90429,1000,Partner A,8/1/19,Saves,1,1,176,413
530,90407,1000,Partner A,8/1/19,Saves,0,1,692,126
509,90386,1000,Partner A,8/1/19,Saves,0,0,269,0
490,90367,1000,Partner A,8/1/19,Saves,1,1,81,425
575,90452,1000,Partner A,8/1/19,Saves,0,0,507,0
230,90107,789,Partner A,6/1/19,Service,1,1,33,245
193,90070,789,Partner A,6/1/19,Service,0,1,307,176
197,90074,789,Partner A,6/1/19,Service,1,0,192,325
202,90079,789,Partner A,6/1/19,Service,0,1,604,418
203,90080,789,Partner A,6/1/19,Service,1,0,612,214
204,90081,789,Partner A,6/1/19,Service,0,1,271,393
205,90082,789,Partner A,6/1/19,Service,1,0,593,129
207,90084,789,Partner A,6/1/19,Service,0,1,587,385
209,90086,789,Partner A,6/1/19,Service,0,0,565,0
211,90088,789,Partner A,6/1/19,Service,0,1,635,222
212,90089,789,Partner A,6/1/19,Service,0,1,243,179
213,90090,789,Partner A,6/1/19,Service,0,0,241,0
215,90092,789,Partner A,6/1/19,Service,0,0,60,0
218,90095,789,Partner A,6/1/19,Service,0,0,308,0
221,90098,789,Partner A,6/1/19,Service,0,1,484,253
222,90099,789,Partner A,6/1/19,Service,0,1,582,190
223,90100,789,Partner A,6/1/19,Service,0,0,381,0
225,90102,789,Partner A,6/1/19,Service,0,0,698,0
226,90103,789,Partner A,6/1/19,Service,0,0,667,0
229,90106,789,Partner A,6/1/19,Service,0,1,29,332
233,90110,789,Partner A,6/1/19,Service,0,1,506,216
234,90111,789,Partner A,6/1/19,Service,0,0,531,0
235,90112,789,Partner A,6/1/19,Service,0,1,645,358
228,90105,789,Partner A,6/1/19,Service,1,1,242,298
227,90104,789,Partner A,6/1/19,Service,1,1,308,271
199,90076,789,Partner A,6/1/19,Service,1,0,308,328
195,90072,789,Partner A,6/1/19,Service,1,0,346,315
232,90109,789,Partner A,6/1/19,Service,1,1,350,192
216,90093,789,Partner A,6/1/19,Service,1,1,362,353
219,90096,789,Partner A,6/1/19,Service,1,1,375,445
198,90075,789,Partner A,6/1/19,Service,1,1,416,294
206,90083,789,Partner A,6/1/19,Service,1,1,450,426
220,90097,789,Partner A,6/1/19,Service,1,1,453,359
201,90078,789,Partner A,6/1/19,Service,1,0,554,284
231,90108,789,Partner A,6/1/19,Service,1,1,564,438
200,90077,789,Partner A,6/1/19,Service,1,1,590,378
194,90071,789,Partner A,6/1/19,Service,0,1,606,310
208,90085,789,Partner A,6/1/19,Service,0,1,635,397
214,90091,789,Partner A,6/1/19,Service,0,1,640,313
196,90073,789,Partner A,6/1/19,Service,1,0,645,314
217,90094,789,Partner A,6/1/19,Service,1,0,679,263
224,90101,789,Partner A,6/1/19,Service,1,1,685,233
210,90087,789,Partner A,6/1/19,Service,1,0,688,211
124,90001,123,Partner A,5/1/19,Service,0,1,609,172
126,90003,123,Partner A,5/1/19,Service,0,0,683,0
127,90004,123,Partner A,5/1/19,Service,0,0,696,0
131,90008,123,Partner A,5/1/19,Service,0,1,540,447
135,90012,123,Partner A,5/1/19,Service,0,0,461,0
136,90013,123,Partner A,5/1/19,Service,0,1,481,253
123,90000,123,Partner A,5/1/19,Service,1,1,11,223
145,90022,123,Partner A,5/1/19,Service,0,1,681,169
146,90023,123,Partner A,5/1/19,Service,0,1,477,418
147,90024,123,Partner A,5/1/19,Service,0,1,679,268
148,90025,123,Partner A,5/1/19,Service,0,1,325,443
129,90006,123,Partner A,5/1/19,Service,1,0,213,244
142,90019,123,Partner A,5/1/19,Service,1,1,245,227
149,90026,123,Partner A,5/1/19,Service,1,1,205,380
140,90017,123,Partner A,5/1/19,Service,1,0,337,326
139,90016,123,Partner A,5/1/19,Service,1,0,386,213
132,90009,123,Partner A,5/1/19,Service,1,0,416,246
125,90002,123,Partner A,5/1/19,Service,1,1,420,417
130,90007,123,Partner A,5/1/19,Service,1,0,461,395
138,90015,123,Partner A,5/1/19,Service,1,0,463,255
143,90020,123,Partner A,5/1/19,Service,1,1,507,230
137,90014,123,Partner A,5/1/19,Service,1,1,510,216
133,90010,123,Partner A,5/1/19,Service,1,0,515,321
134,90011,123,Partner A,5/1/19,Service,1,0,526,268
141,90018,123,Partner A,5/1/19,Service,1,0,534,280
144,90021,123,Partner A,5/1/19,Service,1,0,596,206
128,90005,123,Partner A,5/1/19,Service,1,1,679,188
703,90580,5900,Partner B,4/2/19,Saves,1,0,110,215
662,90539,5900,Partner B,4/2/19,Saves,1,0,34,241
687,90564,5900,Partner B,4/2/19,Saves,1,0,185,317
685,90562,5900,Partner B,4/2/19,Saves,1,0,493,322
702,90579,5900,Partner B,4/2/19,Saves,1,1,552,186
681,90558,5900,Partner B,4/2/19,Saves,0,1,656,422
694,90571,5900,Partner B,4/2/19,Saves,0,0,106,0
690,90567,5900,Partner B,4/2/19,Saves,0,1,336,385
699,90576,5900,Partner B,4/2/19,Saves,0,0,554,0
704,90581,5900,Partner B,4/2/19,Saves,1,1,697,217
686,90563,5900,Partner B,4/2/19,Saves,0,1,174,377
700,90577,5900,Partner B,4/2/19,Saves,1,0,300,233
682,90559,5900,Partner B,4/2/19,Saves,0,1,457,335
683,90560,5900,Partner B,4/2/19,Saves,1,1,447,240
689,90566,5900,Partner B,4/2/19,Saves,1,0,18,242
701,90578,5900,Partner B,4/2/19,Saves,1,1,463,244
680,90557,5900,Partner B,4/2/19,Saves,1,0,617,254
660,90537,5900,Partner B,4/2/19,Saves,0,1,365,163
661,90538,5900,Partner B,4/2/19,Saves,0,1,89,258
663,90540,5900,Partner B,4/2/19,Saves,0,0,407,0
664,90541,5900,Partner B,4/2/19,Saves,0,1,497,212
666,90543,5900,Partner B,4/2/19,Saves,0,1,387,380
667,90544,5900,Partner B,4/2/19,Saves,0,0,196,0
668,90545,5900,Partner B,4/2/19,Saves,1,0,698,233
669,90546,5900,Partner B,4/2/19,Saves,1,0,515,279
671,90548,5900,Partner B,4/2/19,Saves,1,0,272,315
674,90551,5900,Partner B,4/2/19,Saves,0,1,268,193
676,90553,5900,Partner B,4/2/19,Saves,0,1,649,393
677,90554,5900,Partner B,4/2/19,Saves,1,0,112,251
678,90555,5900,Partner B,4/2/19,Saves,0,0,189,0
679,90556,5900,Partner B,4/2/19,Saves,0,0,689,0
697,90574,5900,Partner B,4/2/19,Saves,0,0,432,0
696,90573,5900,Partner B,4/2/19,Saves,0,1,409,315
673,90550,5900,Partner B,4/2/19,Saves,1,1,321,423
693,90570,5900,Partner B,4/2/19,Saves,1,0,599,338
695,90572,5900,Partner B,4/2/19,Saves,1,0,-197,358
688,90565,5900,Partner B,4/2/19,Saves,0,1,694,242
670,90547,5900,Partner B,4/2/19,Saves,1,0,427,419
659,90536,5900,Partner B,4/2/19,Saves,1,0,439,305
684,90561,5900,Partner B,4/2/19,Saves,0,1,617,193
698,90575,5900,Partner B,4/2/19,Saves,0,0,249,0
665,90542,5900,Partner B,4/2/19,Saves,1,0,468,426
692,90569,5900,Partner B,4/2/19,Saves,0,1,85,120
691,90568,5900,Partner B,4/2/19,Saves,0,0,221,0
672,90549,5900,Partner B,4/2/19,Saves,1,1,651,441
675,90552,5900,Partner B,4/2/19,Saves,1,0,654,189
305,90182,1600,Partner A,4/1/19,Service,1,0,8,237
438,90315,1600,Partner A,4/1/19,Service,1,1,13,418
320,90197,1600,Partner A,4/1/19,Service,1,0,18,334
304,90181,1600,Partner A,4/1/19,Service,1,1,31,421
434,90311,1600,Partner A,4/1/19,Service,1,0,39,317
384,90261,1600,Partner A,4/1/19,Service,1,1,46,195
313,90190,1600,Partner A,4/1/19,Service,1,0,53,197
363,90240,1600,Partner A,4/1/19,Service,1,0,54,444
414,90291,1600,Partner A,4/1/19,Service,1,0,64,318
290,90167,1600,Partner A,4/1/19,Service,0,0,36,0
291,90168,1600,Partner A,4/1/19,Service,0,0,292,0
293,90170,1600,Partner A,4/1/19,Service,0,0,489,0
295,90172,1600,Partner A,4/1/19,Service,1,0,578,214
297,90174,1600,Partner A,4/1/19,Service,1,0,561,412
347,90224,1600,Partner A,4/1/19,Service,1,0,80,219
300,90177,1600,Partner A,4/1/19,Service,1,0,557,317
302,90179,1600,Partner A,4/1/19,Service,0,0,168,0
303,90180,1600,Partner A,4/1/19,Service,0,0,301,0
306,90183,1600,Partner A,4/1/19,Service,0,0,234,0
307,90184,1600,Partner A,4/1/19,Service,0,1,347,176
308,90185,1600,Partner A,4/1/19,Service,0,0,563,0
309,90186,1600,Partner A,4/1/19,Service,0,1,492,136
317,90194,1600,Partner A,4/1/19,Service,0,0,526,0
318,90195,1600,Partner A,4/1/19,Service,0,0,263,0
301,90178,1600,Partner A,4/1/19,Service,1,1,89,265
322,90199,1600,Partner A,4/1/19,Service,0,1,359,155
323,90200,1600,Partner A,4/1/19,Service,0,1,288,259
324,90201,1600,Partner A,4/1/19,Service,0,0,325,0
327,90204,1600,Partner A,4/1/19,Service,0,1,275,424
328,90205,1600,Partner A,4/1/19,Service,0,1,560,431
331,90208,1600,Partner A,4/1/19,Service,0,0,319,0
332,90209,1600,Partner A,4/1/19,Service,0,0,698,0
334,90211,1600,Partner A,4/1/19,Service,0,1,179,392
337,90214,1600,Partner A,4/1/19,Service,0,1,271,239
419,90296,1600,Partner A,4/1/19,Service,0,0,100,0
339,90216,1600,Partner A,4/1/19,Service,0,1,75,351
416,90293,1600,Partner A,4/1/19,Service,0,0,102,0
357,90234,1600,Partner A,4/1/19,Service,1,0,209,273
344,90221,1600,Partner A,4/1/19,Service,0,0,40,0
345,90222,1600,Partner A,4/1/19,Service,0,0,468,0
346,90223,1600,Partner A,4/1/19,Service,0,1,176,274
351,90228,1600,Partner A,4/1/19,Service,1,0,209,391
348,90225,1600,Partner A,4/1/19,Service,0,1,402,270
349,90226,1600,Partner A,4/1/19,Service,0,1,676,214
311,90188,1600,Partner A,4/1/19,Service,1,0,210,239
338,90215,1600,Partner A,4/1/19,Service,1,0,212,313
356,90233,1600,Partner A,4/1/19,Service,0,1,683,239
359,90236,1600,Partner A,4/1/19,Service,0,1,416,195
364,90241,1600,Partner A,4/1/19,Service,0,1,132,349
367,90244,1600,Partner A,4/1/19,Service,0,0,520,0
369,90246,1600,Partner A,4/1/19,Service,0,1,368,426
370,90247,1600,Partner A,4/1/19,Service,0,1,130,442
340,90217,1600,Partner A,4/1/19,Service,1,1,215,277
372,90249,1600,Partner A,4/1/19,Service,0,1,393,175
373,90250,1600,Partner A,4/1/19,Service,0,1,239,250
375,90252,1600,Partner A,4/1/19,Service,0,1,289,152
376,90253,1600,Partner A,4/1/19,Service,0,0,623,0
379,90256,1600,Partner A,4/1/19,Service,0,0,296,0
382,90259,1600,Partner A,4/1/19,Service,0,0,246,0
385,90262,1600,Partner A,4/1/19,Service,0,1,336,136
388,90265,1600,Partner A,4/1/19,Service,0,0,649,0
389,90266,1600,Partner A,4/1/19,Service,0,1,35,389
390,90267,1600,Partner A,4/1/19,Service,0,0,469,0
391,90268,1600,Partner A,4/1/19,Service,0,0,254,0
393,90270,1600,Partner A,4/1/19,Service,0,1,517,190
396,90273,1600,Partner A,4/1/19,Service,0,1,389,106
398,90275,1600,Partner A,4/1/19,Service,0,0,264,0
399,90276,1600,Partner A,4/1/19,Service,0,0,514,0
401,90278,1600,Partner A,4/1/19,Service,0,0,302,0
404,90281,1600,Partner A,4/1/19,Service,0,0,669,0
352,90229,1600,Partner A,4/1/19,Service,1,0,223,376
392,90269,1600,Partner A,4/1/19,Service,1,0,235,296
408,90285,1600,Partner A,4/1/19,Service,1,1,11,262
410,90287,1600,Partner A,4/1/19,Service,1,1,349,200
412,90289,1600,Partner A,4/1/19,Service,1,1,692,191
413,90290,1600,Partner A,4/1/19,Service,1,1,166,226
417,90294,1600,Partner A,4/1/19,Service,1,0,28,250
418,90295,1600,Partner A,4/1/19,Service,1,0,115,350
420,90297,1600,Partner A,4/1/19,Service,0,1,530,427
422,90299,1600,Partner A,4/1/19,Service,0,1,686,211
423,90300,1600,Partner A,4/1/19,Service,0,1,168,294
424,90301,1600,Partner A,4/1/19,Service,0,1,201,259
425,90302,1600,Partner A,4/1/19,Service,0,1,475,379
426,90303,1600,Partner A,4/1/19,Service,0,1,560,166
427,90304,1600,Partner A,4/1/19,Service,0,1,92,217
428,90305,1600,Partner A,4/1/19,Service,0,1,656,360
429,90306,1600,Partner A,4/1/19,Service,0,0,351,0
430,90307,1600,Partner A,4/1/19,Service,0,0,412,0
432,90309,1600,Partner A,4/1/19,Service,0,1,57,257
437,90314,1600,Partner A,4/1/19,Service,0,1,280,210
440,90317,1600,Partner A,4/1/19,Service,0,1,680,152
341,90218,1600,Partner A,4/1/19,Service,1,1,246,220
394,90271,1600,Partner A,4/1/19,Service,1,1,442,232
294,90171,1600,Partner A,4/1/19,Service,1,0,159,398
336,90213,1600,Partner A,4/1/19,Service,1,1,164,217
353,90230,1600,Partner A,4/1/19,Service,1,1,186,389
316,90193,1600,Partner A,4/1/19,Service,1,0,187,417
296,90173,1600,Partner A,4/1/19,Service,1,0,207,351
421,90298,1600,Partner A,4/1/19,Service,1,1,237,210
387,90264,1600,Partner A,4/1/19,Service,1,1,254,328
330,90207,1600,Partner A,4/1/19,Service,1,1,267,341
378,90255,1600,Partner A,4/1/19,Service,1,1,279,198
333,90210,1600,Partner A,4/1/19,Service,1,1,282,230
409,90286,1600,Partner A,4/1/19,Service,1,0,288,287
407,90284,1600,Partner A,4/1/19,Service,1,0,291,271
406,90283,1600,Partner A,4/1/19,Service,1,0,292,388
439,90316,1600,Partner A,4/1/19,Service,1,1,318,385
289,90166,1600,Partner A,4/1/19,Service,1,0,320,394
310,90187,1600,Partner A,4/1/19,Service,1,0,332,416
355,90232,1600,Partner A,4/1/19,Service,1,1,343,401
350,90227,1600,Partner A,4/1/19,Service,1,0,347,280
411,90288,1600,Partner A,4/1/19,Service,1,0,352,183
400,90277,1600,Partner A,4/1/19,Service,1,1,354,376
298,90175,1600,Partner A,4/1/19,Service,1,1,355,342
343,90220,1600,Partner A,4/1/19,Service,1,1,357,297
435,90312,1600,Partner A,4/1/19,Service,1,1,366,274
431,90308,1600,Partner A,4/1/19,Service,1,0,367,237
395,90272,1600,Partner A,4/1/19,Service,1,1,374,422
358,90235,1600,Partner A,4/1/19,Service,1,1,377,402
403,90280,1600,Partner A,4/1/19,Service,1,1,382,429
380,90257,1600,Partner A,4/1/19,Service,1,0,385,436
381,90258,1600,Partner A,4/1/19,Service,1,1,386,436
360,90237,1600,Partner A,4/1/19,Service,1,0,391,337
314,90191,1600,Partner A,4/1/19,Service,1,1,402,421
299,90176,1600,Partner A,4/1/19,Service,1,0,417,281
441,90318,1600,Partner A,4/1/19,Service,1,1,419,230
397,90274,1600,Partner A,4/1/19,Service,1,1,422,408
312,90189,1600,Partner A,4/1/19,Service,1,0,431,259
321,90198,1600,Partner A,4/1/19,Service,1,1,438,267
436,90313,1600,Partner A,4/1/19,Service,1,1,441,354
342,90219,1600,Partner A,4/1/19,Service,1,0,442,290
329,90206,1600,Partner A,4/1/19,Service,1,0,447,451
383,90260,1600,Partner A,4/1/19,Service,1,0,462,343
325,90202,1600,Partner A,4/1/19,Service,1,0,475,368
377,90254,1600,Partner A,4/1/19,Service,1,1,476,240
386,90263,1600,Partner A,4/1/19,Service,1,1,483,475
315,90192,1600,Partner A,4/1/19,Service,1,0,524,448
326,90203,1600,Partner A,4/1/19,Service,1,0,527,278
368,90245,1600,Partner A,4/1/19,Service,1,0,527,390
319,90196,1600,Partner A,4/1/19,Service,1,1,531,260
362,90239,1600,Partner A,4/1/19,Service,1,1,538,196
433,90310,1600,Partner A,4/1/19,Service,1,0,540,406
374,90251,1600,Partner A,4/1/19,Service,1,1,542,186
292,90169,1600,Partner A,4/1/19,Service,1,0,553,408
402,90279,1600,Partner A,4/1/19,Service,1,0,558,195
361,90238,1600,Partner A,4/1/19,Service,1,0,583,408
366,90243,1600,Partner A,4/1/19,Service,1,1,585,396
354,90231,1600,Partner A,4/1/19,Service,1,1,597,333
415,90292,1600,Partner A,4/1/19,Service,1,0,648,354
365,90242,1600,Partner A,4/1/19,Service,1,1,656,232
371,90248,1600,Partner A,4/1/19,Service,1,0,668,295
405,90282,1600,Partner A,4/1/19,Service,1,0,672,185
335,90212,1600,Partner A,4/1/19,Service,1,0,690,400
1394,5790830,3814,Partner C,9/1/19,Technical Support,0,1,15,0
1385,3642681,3814,Partner C,9/1/19,Technical Support,0,0,58,0
1382,3872411,3814,Partner C,9/1/19,Technical Support,0,1,84,183
1378,10393852,3814,Partner C,9/1/19,Technical Support,0,1,105,437
1380,6588242,3814,Partner C,9/1/19,Technical Support,0,0,421,0
1393,6237029,3814,Partner C,9/1/19,Technical Support,0,0,441,0
1396,9121350,3814,Partner C,9/1/19,Technical Support,0,1,442,374
1390,3123554,3814,Partner C,9/1/19,Technical Support,0,1,359,290
1395,5852271,3814,Partner C,9/1/19,Technical Support,0,1,864,420
1386,604330,3814,Partner C,9/1/19,Technical Support,1,1,468,355
1381,4722118,3814,Partner C,9/1/19,Technical Support,1,0,491,305
1387,5216407,3814,Partner C,9/1/19,Technical Support,0,1,98,114
1391,11099749,3814,Partner C,9/1/19,Technical Support,0,0,321,0
1384,9559131,3814,Partner C,9/1/19,Technical Support,0,1,668,190
1383,572259,3814,Partner C,9/1/19,Technical Support,1,1,601,451
1375,10225884,3814,Partner C,9/1/19,Technical Support,0,0,99,0
1388,10791139,3814,Partner C,9/1/19,Technical Support,0,1,297,272
1389,7072820,3814,Partner C,9/1/19,Technical Support,0,0,251,0
1397,4399921,3814,Partner C,9/1/19,Technical Support,1,1,639,418
1399,7127229,3814,Partner C,9/1/19,Technical Support,0,0,62,0
1376,9358636,3814,Partner C,9/1/19,Technical Support,0,0,81,0
1392,3447453,3814,Partner C,9/1/19,Technical Support,0,1,199,400
1377,7089773,3814,Partner C,9/1/19,Technical Support,0,0,20,0
1379,560600,3814,Partner C,9/1/19,Technical Support,1,1,685,237
1398,1073488,3814,Partner C,9/1/19,Technical Support,0,1,686,438
1021,90898,2456,Partner C,3/4/19,Saves,1,0,492,203
1056,90933,9777,Partner C,3/4/19,Saves,1,0,520,212
1008,90885,2456,Partner C,3/4/19,Saves,1,1,130,123
1070,90947,9777,Partner C,3/4/19,Saves,1,0,546,124
1031,90908,2456,Partner C,3/4/19,Saves,1,1,354,137
1017,90894,2456,Partner C,3/4/19,Saves,1,1,111,149
1020,90897,2456,Partner C,3/4/19,Saves,1,1,311,163
1041,90918,9777,Partner C,3/4/19,Saves,1,0,300,168
1049,90926,9777,Partner C,3/4/19,Saves,1,1,559,172
1011,90888,2456,Partner C,3/4/19,Saves,1,1,474,178
1065,90942,9777,Partner C,3/4/19,Saves,1,0,294,183
1035,90912,2456,Partner C,3/4/19,Saves,1,0,462,251
1047,90924,9777,Partner C,3/4/19,Saves,1,0,679,191
1009,90886,2456,Partner C,3/4/19,Saves,0,1,663,419
1072,90949,9777,Partner C,3/4/19,Saves,0,1,271,417
1063,90940,9777,Partner C,3/4/19,Saves,1,0,420,201
1007,90884,2456,Partner C,3/4/19,Saves,1,0,101,187
1013,90890,2456,Partner C,3/4/19,Saves,1,0,333,208
1039,90916,2456,Partner C,3/4/19,Saves,1,1,621,209
1030,90907,2456,Partner C,3/4/19,Saves,1,0,402,210
1061,90938,9777,Partner C,3/4/19,Saves,0,1,390,393
1043,90920,9777,Partner C,3/4/19,Saves,1,1,131,218
1019,90896,2456,Partner C,3/4/19,Saves,1,0,462,226
1018,90895,2456,Partner C,3/4/19,Saves,0,0,91,0
1010,90887,2456,Partner C,3/4/19,Saves,0,0,627,0
1026,90903,2456,Partner C,3/4/19,Saves,0,0,268,0
1024,90901,2456,Partner C,3/4/19,Saves,1,1,100,264
1051,90928,9777,Partner C,3/4/19,Saves,1,1,81,275
1034,90911,2456,Partner C,3/4/19,Saves,1,0,241,275
1064,90941,9777,Partner C,3/4/19,Saves,0,1,36,293
1028,90905,2456,Partner C,3/4/19,Saves,1,1,539,294
1062,90939,9777,Partner C,3/4/19,Saves,1,1,587,296
1053,90930,9777,Partner C,3/4/19,Saves,0,1,394,268
1029,90906,2456,Partner C,3/4/19,Saves,1,1,355,301
1032,90909,2456,Partner C,3/4/19,Saves,1,0,382,305
1027,90904,2456,Partner C,3/4/19,Saves,1,1,462,321
1074,90951,9777,Partner C,3/4/19,Saves,1,1,232,322
1067,90944,9777,Partner C,3/4/19,Saves,1,1,363,328
1069,90946,9777,Partner C,3/4/19,Saves,1,0,506,330
1058,90935,9777,Partner C,3/4/19,Saves,1,0,488,332
1016,90893,2456,Partner C,3/4/19,Saves,1,1,65,334
1059,90936,9777,Partner C,3/4/19,Saves,1,0,421,340
1012,90889,2456,Partner C,3/4/19,Saves,1,0,410,340
1073,90950,9777,Partner C,3/4/19,Saves,1,1,451,343
1036,90913,2456,Partner C,3/4/19,Saves,1,0,372,344
1060,90937,9777,Partner C,3/4/19,Saves,1,0,405,352
1052,90929,9777,Partner C,3/4/19,Saves,1,0,638,358
1015,90892,2456,Partner C,3/4/19,Saves,1,0,443,359
1055,90932,9777,Partner C,3/4/19,Saves,1,1,17,362
1025,90902,2456,Partner C,3/4/19,Saves,0,0,234,0
1057,90934,9777,Partner C,3/4/19,Saves,1,0,671,372
1046,90923,9777,Partner C,3/4/19,Saves,1,0,136,365
1042,90919,9777,Partner C,3/4/19,Saves,1,0,515,384
1037,90914,2456,Partner C,3/4/19,Saves,1,0,453,450
1045,90922,9777,Partner C,3/4/19,Saves,1,1,318,388
1071,90948,9777,Partner C,3/4/19,Saves,1,0,484,390
1054,90931,9777,Partner C,3/4/19,Saves,1,0,15,396
1023,90900,2456,Partner C,3/4/19,Saves,1,0,207,365
1040,90917,2456,Partner C,3/4/19,Saves,1,0,323,214
1044,90921,9777,Partner C,3/4/19,Saves,1,1,41,151
1014,90891,2456,Partner C,3/4/19,Saves,1,1,462,407
1050,90927,9777,Partner C,3/4/19,Saves,1,0,242,417
1048,90925,9777,Partner C,3/4/19,Saves,1,0,47,316
1033,90910,2456,Partner C,3/4/19,Saves,0,1,326,133
